reference,office,opened,closed,case_type,band,worker,extract_date
CC-2024-90229,Calder Central,2024-11-21,2024-11-30,Standard,High,W135,2026-01-14
CC-2025-10862,Northgate,2025-03-04,2025-03-23,Review,Low,W181,2026-01-14
CC-2023-22512,Weybridge,2023-09-14,2023-11-28,Standard,,W148,2026-01-14
CC-2023-10583,Calder Central,2023-09-02,2023-10-02,Standard,,W175,2026-01-14
CC-2024-90240,Weybridge,2024-11-24,2025-02-17,Appeal,Medium,W159,2026-01-14
CC-2024-90430,Northgate,2024-07-26,2024-09-11,Appeal,Medium,W231,2026-01-14
CC-2023-17733,Calder Central,2023-09-28,2023-12-29,Complex,,W110,2026-01-14
CC-2024-16817,Calder Central,2024-04-20,2024-06-18,Review,Medium,W193,2026-01-14
CC-2023-23110,Weybridge,2023-09-14,2023-10-07,Expedited,,W113,2026-01-14
CC-2024-90449,Weybridge,2024-09-12,2024-12-31,Complex,High,W217,2026-01-14
CC-2024-13948,Weybridge,2024-02-12,2024-04-07,Complex,,W159,2026-01-14
CC-2024-15855,Northgate,2024-04-29,2024-05-25,Review,High,W163,2026-01-14
CC-2025-22274,Northgate,2025-07-09,2025-08-08,Standard,Medium,W223,2026-01-14
CC-2025-13161,Weybridge,2025-05-08,2025-06-15,Standard,Medium,W188,2026-01-14
CC-2024-22046,Calder Central,2024-11-13,2025-01-11,Standard,High,W256,2026-01-14
CC-2024-90714,Weybridge,2024-06-18,2024-07-30,Standard,Low,W138,2026-01-14
CC-2024-23442,Calder Central,2024-03-01,2024-08-28,Complex,Low,W247,2026-01-14
CC-2023-11233,Weybridge,2023-10-17,2023-11-14,Standard,,W139,2026-01-14
CC-2024-15426,Weybridge,2024-09-09,2024-10-15,Standard,High,W239,2026-01-14
CC-2023-10482,Northgate,2023-11-19,2023-12-15,Standard,,W124,2026-01-14
CC-2024-18046,Weybridge,2024-03-26,2024-05-06,Appeal,High,W131,2026-01-14
CC-2024-11965,Weybridge,2024-01-21,2024-03-15,Appeal,,W157,2026-01-14
CC-2024-10544,Calder Central,2024-01-23,2024-03-10,Standard,,W101,2026-01-14
CC-2025-21506,Northgate,2025-05-14,2025-06-23,Standard,High,W245,2026-01-14
CC-2023-16916,Northgate,2023-12-04,2024-01-31,Complex,,W113,2026-01-14
CC-2024-11973,Calder Central,2024-05-12,2024-06-27,Review,Medium,W142,2026-01-14
CC-2024-18114,Calder Central,2024-06-19,2024-06-24,Expedited,Low,W179,2026-01-14
CC-2025-90152,Calder Central,2025-07-17,2025-08-29,Standard,Low,W120,2026-01-14
CC-2024-90231,Northgate,2024-04-09,2024-04-25,Expedited,Low,W256,2026-01-14
CC-2025-14481,Calder Central,2025-11-30,2025-12-29,Standard,Medium,W137,2026-01-14
CC-2025-16761,Northgate,2025-06-10,2025-06-20,Review,Medium,W170,2026-01-14
CC-2025-90142,Calder Central,2025-02-05,2025-03-09,Standard,Low,W233,2026-01-14
CC-2025-90259,Calder Central,2025-04-22,2025-05-22,Review,Low,W185,2026-01-14
CC-2025-12657,Northgate,2025-04-23,2025-05-15,Standard,Low,W236,2026-01-14
CC-2023-12176,Calder Central,2023-07-01,2023-07-31,Standard,,W126,2026-01-14
CC-2025-90602,Calder Central,2025-05-22,2025-07-02,Standard,Low,W210,2026-01-14
CC-2025-90026,Northgate,2025-05-06,2025-06-14,Standard,Medium,W193,2026-01-14
CC-2023-13418,Calder Central,2023-11-13,2023-12-20,Complex,,W154,2026-01-14
CC-2024-90438,Northgate,2024-04-24,2024-06-15,Appeal,Medium,W200,2026-01-14
CC-2024-23895,Weybridge,2024-11-09,2024-11-21,Expedited,Low,W152,2026-01-14
CC-2024-15945,Northgate,2024-02-04,2024-04-08,Standard,,W236,2026-01-14
CC-2025-13232,Weybridge,2025-05-09,2025-07-27,Review,Medium,W217,2026-01-14
CC-2025-90257,Calder Central,2025-04-15,2025-08-23,Complex,High,W109,2026-01-14
CC-2024-16876,Weybridge,2024-06-26,2024-08-01,Standard,Medium,W158,2026-01-14
CC-2024-19786,Calder Central,2024-07-29,2024-08-16,Standard,Medium,W259,2026-01-14
CC-2025-19608,Calder Central,2025-01-21,2025-05-18,Complex,Medium,W169,2026-01-14
CC-2025-19411,Calder Central,2025-05-10,2025-06-11,Standard,Low,W240,2026-01-14
CC-2025-20538,Calder Central,2025-02-12,2025-04-06,Complex,Medium,W143,2026-01-14
CC-2024-12061,Calder Central,2024-12-13,2025-01-22,Review,High,W110,2026-01-14
CC-2024-17282,Calder Central,2024-09-18,2024-10-26,Appeal,Low,W174,2026-01-14
CC-2025-18519,Calder Central,2025-10-20,2025-11-15,Standard,Low,W229,2026-01-14
CC-2025-22534,Calder Central,2025-05-07,2025-08-12,Complex,Medium,W254,2026-01-14
CC-2025-20668,Northgate,2025-11-11,,Review,Low,W225,2026-01-14
CC-2024-11385,Weybridge,2024-11-27,2024-12-21,Complex,Low,W173,2026-01-14
CC-2025-90627,Weybridge,2025-10-27,,Standard,Low,W161,2026-01-14
CC-2025-90486,Calder Central,2025-02-09,2025-04-13,Standard,Low,W131,2026-01-14
CC-2025-90524,Northgate,2025-02-06,2025-03-29,Complex,Medium,W199,2026-01-14
CC-2025-14970,Calder Central,2025-02-07,2025-03-24,Standard,High,W222,2026-01-14
CC-2025-23602,Calder Central,2025-03-11,2025-04-19,Standard,Medium,W237,2026-01-14
CC-2023-15567,Weybridge,2023-12-01,2023-12-17,Standard,,W163,2026-01-14
CC-2024-21174,Calder Central,2024-10-22,2024-12-12,Complex,Medium,W174,2026-01-14
CC-2024-18324,Weybridge,2024-12-10,2025-03-05,Complex,High,W183,2026-01-14
CC-2024-90445,Calder Central,2024-09-23,2024-11-14,Complex,Medium,W173,2026-01-14
CC-2024-90334,Northgate,2024-04-11,2024-05-01,Standard,Low,W163,2026-01-14
CC-2025-16479,Calder Central,2025-02-26,2025-03-23,Expedited,High,W182,2026-01-14
CC-2025-13175,Calder Central,2025-02-06,2025-03-01,Review,Medium,W175,2026-01-14
CC-2024-13674,Calder Central,2024-01-12,2024-03-01,Complex,,W241,2026-01-14
CC-2025-13508,Northgate,2025-01-21,2025-04-06,Complex,Low,W154,2026-01-14
CC-2024-20778,Northgate,2024-05-10,2024-06-17,Review,High,W192,2026-01-14
CC-2024-12679,Calder Central,2024-08-21,2024-12-01,Standard,Low,W237,2026-01-14
CC-2024-23910,Northgate,2024-12-02,2024-12-15,Standard,Low,W256,2026-01-14
CC-2023-17012,Northgate,2023-07-11,2023-09-12,Standard,,W179,2026-01-14
CC-2025-18891,Calder Central,2025-01-01,2025-01-22,Standard,Medium,W157,2026-01-14
CC-2024-23530,Northgate,2024-07-01,2024-07-28,Standard,Low,W189,2026-01-14
CC-2025-12660,Northgate,2025-11-18,2025-12-19,Standard,Medium,W123,2026-01-14
CC-2024-15752,Calder Central,2024-07-09,2024-07-23,Standard,Medium,W238,2026-01-14
CC-2025-13974,Calder Central,2025-08-14,2025-08-21,Standard,Medium,W196,2026-01-14
CC-2024-10366,Northgate,2024-05-12,2024-06-16,Standard,Low,W249,2026-01-14
CC-2023-14427,Calder Central,2023-10-03,2023-10-27,Standard,,W247,2026-01-14
CC-2025-11814,Calder Central,2025-10-26,2025-11-29,Appeal,Low,W225,2026-01-14
CC-2024-13842,Weybridge,2024-11-21,2025-02-03,Standard,Low,W229,2026-01-14
CC-2025-18137,Weybridge,2025-06-03,2025-07-30,Review,Low,W249,2026-01-14
CC-2024-16671,Calder Central,2024-11-02,2024-11-16,Expedited,Medium,W139,2026-01-14
CC-2024-14714,Calder Central,2024-10-04,2024-10-27,Standard,High,W108,2026-01-14
CC-2024-90504,Northgate,2024-07-18,2024-08-29,Review,Medium,W251,2026-01-14
CC-2025-16229,Northgate,2025-03-17,2025-03-30,Review,High,W201,2026-01-14
CC-2025-17994,Northgate,2025-03-01,2025-04-04,Review,Low,W186,2026-01-14
CC-2025-90488,Weybridge,2025-06-28,2025-09-02,Standard,Medium,W188,2026-01-14
CC-2025-18256,Weybridge,2025-12-20,,Standard,Low,W227,2026-01-14
CC-2024-90055,Northgate,2024-06-19,2024-07-27,Standard,Low,W247,2026-01-14
CC-2024-19100,Calder Central,2024-04-27,2024-06-18,Standard,Low,W117,2026-01-14
CC-2025-22658,Calder Central,2025-07-30,2025-08-18,Standard,Low,W194,2026-01-14
CC-2023-17006,Calder Central,2023-09-13,2023-10-28,Complex,,W130,2026-01-14
CC-2025-90122,Weybridge,2025-09-16,,Complex,Medium,W187,2026-01-14
CC-2024-90572,Weybridge,2024-05-29,2024-06-10,Expedited,Medium,W197,2026-01-14
CC-2024-11501,Calder Central,2024-01-10,2024-05-12,Complex,,W212,2026-01-14
CC-2025-14952,Northgate,2025-05-14,2025-08-15,Complex,Low,W184,2026-01-14
CC-2025-17419,Calder Central,2025-08-14,2025-10-03,Complex,Low,W238,2026-01-14
CC-2023-14608,Weybridge,2023-08-26,2023-10-08,Standard,,W164,2026-01-14
CC-2023-21180,Northgate,2023-10-26,2023-11-18,Review,,W231,2026-01-14
CC-2025-16694,Calder Central,2025-08-14,2025-09-23,Expedited,Low,W195,2026-01-14
CC-2025-18700,Weybridge,2025-06-29,2025-09-06,Standard,Low,W190,2026-01-14
CC-2024-14740,Calder Central,2024-09-15,2024-10-15,Review,Medium,W219,2026-01-14
CC-2024-19837,Northgate,2024-12-08,2025-01-10,Standard,Low,W121,2026-01-14
CC-2025-12132,Northgate,2025-02-03,2025-04-02,Review,Medium,W224,2026-01-14
CC-2025-90498,Weybridge,2025-11-26,,Complex,Medium,W143,2026-01-14
CC-2025-14868,Calder Central,2025-07-10,2025-08-16,Standard,Medium,W148,2026-01-14
CC-2025-21834,Weybridge,2025-04-16,2025-05-31,Standard,Medium,W158,2026-01-14
CC-2024-24012,Calder Central,2024-10-12,2024-10-21,Expedited,Medium,W233,2026-01-14
CC-2025-90146,Weybridge,2025-01-20,2025-04-10,Standard,Medium,W251,2026-01-14
CC-2024-18763,Weybridge,2024-02-13,2024-03-30,Standard,,W207,2026-01-14
CC-2023-21232,Calder Central,2023-10-19,2023-10-25,Expedited,,W218,2026-01-14
CC-2025-20749,Calder Central,2025-01-31,2025-02-26,Standard,Low,W110,2026-01-14
CC-2025-16763,Weybridge,2025-10-29,,Review,Medium,W162,2026-01-14
CC-2024-19633,Weybridge,2024-01-10,2024-02-28,Review,,W150,2026-01-14
CC-2025-16003,Calder Central,2025-08-04,2025-08-18,Standard,Medium,W156,2026-01-14
CC-2023-11194,Weybridge,2023-09-18,2023-06-11,Expedited,,W221,2026-01-14
CC-2024-23493,Weybridge,2024-03-24,2023-08-21,Complex,Low,W143,2026-01-14
CC-2024-23151,Weybridge,2024-11-22,2024-12-27,Standard,High,W219,2026-01-14
CC-2024-13759,Calder Central,2024-05-22,2024-06-22,Standard,Medium,W192,2026-01-14
CC-2025-13645,Calder Central,2025-10-16,2025-10-27,Standard,Low,W255,2026-01-14
CC-2025-17166,Northgate,2025-07-31,2025-08-14,Review,Low,W141,2026-01-14
CC-2023-19489,Weybridge,2023-10-16,2023-11-15,Standard,,W128,2026-01-14
CC-2024-90705,Northgate,2024-09-10,2025-01-04,Complex,Low,W114,2026-01-14
CC-2024-15616,Northgate,2024-03-22,2024-04-05,Standard,Medium,W242,2026-01-14
CC-2024-12666,Northgate,2024-04-14,2024-04-28,Expedited,Low,W217,2026-01-14
CC-2024-12331,Calder Central,2024-10-01,2024-11-17,Complex,Medium,W125,2026-01-14
CC-2024-22027,Northgate,2024-11-06,2024-12-20,Standard,High,W173,2026-01-14
CC-2024-90199,Northgate,2024-07-29,2024-08-15,Standard,Medium,W160,2026-01-14
CC-2024-14350,Weybridge,2024-09-15,2024-12-05,Standard,Low,W153,2026-01-14
CC-2025-23032,Calder Central,2025-12-16,,Complex,Medium,W190,2026-01-14
CC-2025-13169,Weybridge,2025-09-08,2025-12-16,Standard,Medium,W129,2026-01-14
CC-2023-19127,Weybridge,2023-11-01,2023-12-09,Standard,,W116,2026-01-14
CC-2023-23700,Northgate,2023-08-21,2023-11-13,Standard,,W224,2026-01-14
CC-2025-10305,Weybridge,2025-09-23,2025-12-14,Complex,Low,W193,2026-01-14
CC-2023-19850,Weybridge,2023-12-30,,Standard,,W233,2026-01-14
CC-2024-11975,Calder Central,2024-10-08,2024-11-16,Standard,Medium,W165,2026-01-14
CC-2024-20249,Northgate,2024-07-05,2024-08-11,Complex,Low,W233,2026-01-14
CC-2024-90631,Northgate,2024-08-30,2024-09-27,Standard,Medium,W226,2026-01-14
CC-2025-90586,Weybridge,2025-09-21,,Complex,Low,W240,2026-01-14
CC-2024-17598,Calder Central,2024-06-07,2024-06-30,Standard,High,W201,2026-01-14
CC-2025-22266,Weybridge,2025-12-29,,Review,Low,W143,2026-01-14
CC-2025-12736,Weybridge,2025-10-07,2025-10-20,Standard,Low,W173,2026-01-14
CC-2025-10591,Calder Central,2025-03-24,2025-04-10,Standard,High,W215,2026-01-14
CC-2023-12114,Northgate,2023-12-07,2023-12-24,Standard,,W110,2026-01-14
CC-2025-90235,Northgate,2025-08-02,2025-09-05,Standard,Low,W220,2026-01-14
CC-2024-22991,Weybridge,2024-07-10,2024-07-16,Expedited,Medium,W240,2026-01-14
CC-2024-90720,Weybridge,2024-09-20,2024-11-06,Appeal,Low,W186,2026-01-14
CC-2024-21110,Weybridge,2024-02-10,2024-06-01,Review,,W150,2026-01-14
CC-2025-90697,Calder Central,2025-01-28,2025-02-06,Expedited,Medium,W235,2026-01-14
CC-2025-20245,Calder Central,2025-03-20,2025-04-09,Expedited,Low,W120,2026-01-14
CC-2025-19232,Weybridge,2025-06-08,2025-11-20,Complex,Low,W192,2026-01-14
CC-2023-20335,Calder Central,2023-10-25,2024-01-09,Complex,,W180,2026-01-14
CC-2024-24015,Calder Central,2024-12-28,2025-02-06,Standard,Medium,W204,2026-01-14
CC-2023-23140,Northgate,2023-10-29,2023-11-28,Standard,,W236,2026-01-14
CC-2025-90779,Calder Central,2025-10-22,2025-12-08,Appeal,Medium,W135,2026-01-14
CC-2025-21004,Northgate,2025-01-22,2025-03-04,Standard,Medium,W122,2026-01-14
CC-2024-90341,Weybridge,2024-06-09,2024-07-06,Standard,Medium,W158,2026-01-14
CC-2024-16866,Northgate,2024-08-15,2024-09-19,Standard,Low,W230,2026-01-14
CC-2025-10499,Northgate,2025-03-07,2025-04-07,Review,Low,W159,2026-01-14
CC-2023-19388,Weybridge,2023-11-18,2023-12-27,Standard,,W151,2026-01-14
CC-2025-23385,Calder Central,2025-05-21,2025-08-30,Complex,High,W175,2026-01-14
CC-2023-19614,Calder Central,2023-11-13,2023-12-12,Standard,,W108,2026-01-14
CC-2023-15655,Weybridge,2023-07-25,2023-09-10,Standard,,W248,2026-01-14
CC-2025-21153,Calder Central,2025-10-02,2025-11-10,Standard,Medium,W106,2026-01-14
CC-2025-11583,Weybridge,2025-01-27,2025-04-14,Complex,Low,W174,2026-01-14
CC-2025-90621,Weybridge,2025-04-23,2025-05-27,Standard,Medium,W221,2026-01-14
CC-2024-90755,Northgate,2024-05-29,2024-06-08,Expedited,Low,W215,2026-01-14
CC-2024-90481,Northgate,2024-05-15,2024-07-31,Complex,High,W160,2026-01-14
CC-2023-21060,Northgate,2023-10-04,2023-10-26,Standard,,W147,2026-01-14
CC-2024-90661,Calder Central,2024-07-16,2024-09-10,Complex,Medium,W126,2026-01-14
CC-2025-11564,Weybridge,2025-12-01,,Complex,Low,W202,2026-01-14
CC-2024-20700,Northgate,2024-12-08,2024-12-25,Standard,Low,W249,2026-01-14
CC-2024-90722,Northgate,2024-10-24,2025-01-22,Appeal,Medium,W200,2026-01-14
CC-2025-12683,Calder Central,2025-07-05,2025-08-08,Standard,Medium,W202,2026-01-14
CC-2025-15580,Northgate,2025-05-31,2025-06-14,Standard,Low,W217,2026-01-14
CC-2023-10649,Calder Central,2023-12-18,2024-01-06,Standard,,W236,2026-01-14
CC-2025-22075,Calder Central,2025-03-03,2025-05-04,Complex,Low,W256,2026-01-14
CC-2023-14942,Weybridge,2023-10-25,2023-12-04,Standard,,W174,2026-01-14
CC-2025-90194,Calder Central,2025-03-18,2025-04-21,Standard,Medium,W118,2026-01-14
CC-2025-20531,Northgate,2025-10-20,2025-11-11,Standard,Medium,W109,2026-01-14
CC-2024-21139,Weybridge,2024-09-02,2024-11-30,Complex,Low,W107,2026-01-14
CC-2025-90674,Northgate,2025-03-16,2025-04-14,Standard,Medium,W209,2026-01-14
CC-2025-13051,Northgate,2025-11-08,2025-12-30,Complex,Low,W131,2026-01-14
CC-2024-90168,Calder Central,2024-08-15,2024-08-30,Expedited,High,W238,2026-01-14
CC-2024-18165,Weybridge,2024-08-06,2024-09-20,Standard,Medium,W243,2026-01-14
CC-2025-16079,Weybridge,2025-12-07,,Standard,Low,W253,2026-01-14
CC-2025-18473,Calder Central,2025-01-20,2025-01-29,Expedited,Medium,W107,2026-01-14
CC-2025-20763,Calder Central,2025-06-13,2025-09-21,Complex,Medium,W218,2026-01-14
CC-2023-21583,Northgate,2023-07-25,2023-08-21,Standard,,W224,2026-01-14
CC-2024-23070,Weybridge,2024-04-20,2024-04-27,Standard,Medium,W170,2026-01-14
CC-2024-15812,Weybridge,2024-07-03,2024-08-21,Review,Low,W115,2026-01-14
CC-2024-90031,Weybridge,2024-04-11,2024-06-25,Complex,Medium,W194,2026-01-14
CC-2024-10149,Weybridge,2024-12-31,2025-02-14,Expedited,Low,W239,2026-01-14
CC-2023-10224,Calder Central,2023-09-29,2023-10-16,Expedited,,W128,2026-01-14
CC-2025-22077,Northgate,2025-04-19,2025-05-03,Standard,Low,W148,2026-01-14
CC-2023-22267,Weybridge,2023-12-05,2024-02-25,Complex,,W195,2026-01-14
CC-2025-23127,Calder Central,2025-05-18,2024-12-06,Complex,High,W248,2026-01-14
CC-2024-19414,Weybridge,2024-08-27,2024-10-13,Expedited,Low,W213,2026-01-14
CC-2024-17204,Weybridge,2024-11-14,2025-01-17,Review,Medium,W225,2026-01-14
CC-2024-14496,Calder Central,2024-07-24,2024-12-13,Complex,Low,W103,2026-01-14
CC-2023-10804,Weybridge,2023-09-13,2023-10-13,Standard,,W129,2026-01-14
CC-2025-14820,Northgate,2025-08-31,2025-09-17,Standard,Low,W223,2026-01-14
CC-2024-90653,Calder Central,2024-09-09,2024-09-21,Expedited,Low,W227,2026-01-14
CC-2023-10404,Weybridge,2023-07-07,2023-08-10,Standard,,W208,2026-01-14
CC-2025-17313,Weybridge,2025-06-30,2025-11-27,Complex,Low,W243,2026-01-14
CC-2024-17169,Calder Central,2024-07-14,2024-10-03,Standard,Low,W114,2026-01-14
CC-2024-18222,Calder Central,2024-04-27,2024-06-01,Standard,Medium,W244,2026-01-14
CC-2025-11263,Northgate,2025-06-01,2025-08-21,Complex,Low,W196,2026-01-14
CC-2023-12281,Northgate,2023-11-20,2023-12-09,Standard,,W147,2026-01-14
CC-2024-16467,Calder Central,2024-09-30,2024-10-31,Review,Medium,W173,2026-01-14
CC-2025-19762,Weybridge,2025-04-16,2025-06-11,Complex,Medium,W199,2026-01-14
CC-2023-17125,Northgate,2023-10-08,2023-10-30,Standard,,W241,2026-01-14
CC-2024-17588,Calder Central,2024-03-24,2024-04-12,Standard,Medium,W252,2026-01-14
CC-2025-90357,Calder Central,2025-10-09,,Review,Medium,W153,2026-01-14
CC-2025-90500,Calder Central,2025-02-26,2025-03-12,Expedited,Low,W143,2026-01-14
CC-2024-23382,Calder Central,2024-01-28,2024-07-05,Complex,,W142,2026-01-14
CC-2025-90633,Weybridge,2025-06-19,2025-07-28,Review,Medium,W222,2026-01-14
CC-2023-18664,Weybridge,2023-12-09,2023-12-31,Standard,,W226,2026-01-14
CC-2024-23610,Weybridge,2024-05-14,2024-08-18,Complex,Low,W116,2026-01-14
CC-2023-18385,Weybridge,2023-11-23,2024-01-15,Standard,,W210,2026-01-14
CC-2024-90652,Weybridge,2024-01-23,2024-01-29,Expedited,,W113,2026-01-14
CC-2024-22655,Weybridge,2024-02-07,2024-04-25,Complex,,W186,2026-01-14
CC-2024-14314,Northgate,2024-05-17,2024-07-29,Appeal,Low,W215,2026-01-14
CC-2024-10633,Calder Central,2024-05-19,2024-06-02,Expedited,Medium,W124,2026-01-14
CC-2023-11288,Northgate,2023-10-03,2024-01-03,Complex,,W208,2026-01-14
CC-2024-24132,Weybridge,2024-08-14,2024-10-15,Standard,Medium,W103,2026-01-14
CC-2025-15116,Northgate,2025-05-02,2025-07-05,Appeal,Low,W210,2026-01-14
CC-2023-12601,Calder Central,2023-12-02,2023-12-14,Expedited,,W207,2026-01-14
CC-2025-14414,Weybridge,2025-08-29,2025-09-26,Standard,Medium,W106,2026-01-14
CC-2024-10734,Northgate,2024-02-16,2024-03-11,Standard,,W218,2026-01-14
CC-2024-90760,Northgate,2024-08-15,2025-01-09,Complex,High,W130,2026-01-14
CC-2025-21627,Calder Central,2025-07-16,2025-08-02,Review,Low,W191,2026-01-14
CC-2023-20583,Weybridge,2023-09-16,2023-11-26,Complex,,W181,2026-01-14
CC-2024-22818,Calder Central,2024-03-30,2024-05-13,Appeal,Medium,W214,2026-01-14
CC-2024-15800,Calder Central,2024-07-01,2024-07-16,Standard,High,W211,2026-01-14
CC-2023-12860,Weybridge,2023-09-10,2023-10-17,Complex,,W218,2026-01-14
CC-2025-90050,Calder Central,2025-09-04,2025-10-01,Standard,Low,W156,2026-01-14
CC-2025-19557,Weybridge,2025-04-28,2025-07-29,Review,Low,W249,2026-01-14
CC-2024-90287,Northgate,2024-06-01,2024-06-09,Expedited,Low,W123,2026-01-14
CC-2025-90733,Calder Central,2025-06-16,2025-07-20,Standard,Medium,W194,2026-01-14
CC-2025-90117,Northgate,2025-06-14,2025-08-23,Review,Low,W197,2026-01-14
CC-2024-21676,Calder Central,2024-11-17,2025-02-01,Standard,Low,W135,2026-01-14
CC-2023-21813,Calder Central,2023-12-21,2024-01-08,Standard,,W230,2026-01-14
CC-2025-20164,Weybridge,2025-07-16,,Appeal,Low,W147,2026-01-14
CC-2024-19804,Weybridge,2024-06-20,2024-08-20,Appeal,Low,W246,2026-01-14
CC-2025-12615,Calder Central,2025-11-25,2025-12-21,Appeal,Low,W228,2026-01-14
CC-2024-23477,Calder Central,2024-06-15,2024-09-01,Complex,Low,W172,2026-01-14
CC-2024-22575,Northgate,2024-05-21,2024-06-08,Standard,Low,W170,2026-01-14
CC-2025-19134,Calder Central,2025-01-16,2025-02-09,Standard,Medium,W184,2026-01-14
CC-2025-17872,Northgate,2025-02-12,2025-03-05,Standard,Low,W191,2026-01-14
CC-2023-13460,Northgate,2023-08-11,2023-08-31,Expedited,,W149,2026-01-14
CC-2024-90046,Calder Central,2024-08-30,2024-09-10,Expedited,Medium,W209,2026-01-14
CC-2023-23432,Weybridge,2023-08-27,2023-09-19,Standard,,W253,2026-01-14
CC-2025-22034,Calder Central,2025-08-16,2025-09-09,Standard,Low,W253,2026-01-14
CC-2023-10382,Weybridge,2023-09-26,2023-11-29,Standard,,W214,2026-01-14
CC-2023-14721,Northgate,2023-09-11,2023-10-17,Review,,W260,2026-01-14
CC-2024-90195,Weybridge,2024-12-19,2025-03-08,Standard,Low,W106,2026-01-14
CC-2024-20281,Northgate,2024-08-14,2024-08-23,Expedited,Low,W134,2026-01-14
CC-2024-19032,Northgate,2024-01-31,2024-02-17,Standard,,W125,2026-01-14
CC-2023-21675,Calder Central,2023-07-27,2023-08-19,Standard,,W106,2026-01-14
CC-2025-11180,Northgate,2025-09-20,2025-10-16,Complex,Low,W229,2026-01-14
CC-2024-14179,Northgate,2024-01-01,2024-01-25,Standard,,W233,2026-01-14
CC-2025-11713,Calder Central,2025-02-16,2025-03-28,Standard,Low,W194,2026-01-14
CC-2025-22507,Northgate,2025-11-08,2025-12-29,Complex,Low,W173,2026-01-14
CC-2024-19369,Calder Central,2024-11-10,2024-12-01,Expedited,Low,W219,2026-01-14
CC-2025-90422,Northgate,2025-04-16,2025-05-07,Expedited,Medium,W192,2026-01-14
CC-2024-10880,Weybridge,2024-03-07,2024-04-05,Standard,Low,W120,2026-01-14
CC-2024-21585,Northgate,2024-08-03,2024-09-21,Complex,Low,W230,2026-01-14
CC-2025-15457,Northgate,2025-02-20,2025-04-07,Complex,Low,W238,2026-01-14
CC-2025-22099,Weybridge,2025-09-18,,Complex,Medium,W183,2026-01-14
CC-2023-10988,Northgate,2023-11-08,2023-11-18,Expedited,,W239,2026-01-14
CC-2025-15410,Weybridge,2025-12-29,,Complex,Low,W190,2026-01-14
CC-2024-20943,Northgate,2024-12-08,2025-02-07,Complex,Low,W173,2026-01-14
CC-2025-22673,Calder Central,2025-05-02,2025-05-28,Appeal,Medium,W146,2026-01-14
CC-2024-13074,Calder Central,2024-01-10,2024-01-24,Expedited,,W142,2026-01-14
CC-2025-13607,Weybridge,2025-02-04,2025-04-02,Standard,High,W172,2026-01-14
CC-2023-14750,Calder Central,2023-09-16,2023-11-20,Standard,,W167,2026-01-14
CC-2024-20657,Northgate,2024-11-30,2025-01-07,Standard,High,W126,2026-01-14
CC-2025-10457,Calder Central,2025-02-03,2025-03-01,Standard,Low,W166,2026-01-14
CC-2025-90453,Northgate,2025-12-17,,Appeal,Medium,W176,2026-01-14
CC-2025-90392,Calder Central,2025-11-16,,Complex,High,W225,2026-01-14
CC-2023-14049,Northgate,2023-11-11,2023-12-28,Complex,,W221,2026-01-14
